number,value,datetime_start,datetime_complete,duration,params_C,params_gamma,params_kernel,params_mask_number,params_rsi_window,params_so_smooth,params_so_window,params_srsi_smooth1,params_srsi_smooth2,params_srsi_window,params_tsi_window_fast,params_tsi_window_slow,params_ult_weight_1,params_ult_weight_2,params_ult_weight_3,params_ult_window_1,params_ult_window_2,params_ult_window_3,params_williams_lbp,state
3281,0.473906575423981,2024-04-11 16:43:59.942026,2024-04-11 16:44:01.680575,0 days 00:00:01.738549,98.17111471072356,8.170170727564916,rbf,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
3282,0.49698176482917633,2024-04-11 16:44:01.680575,2024-04-11 16:44:02.397326,0 days 00:00:00.716751,96.65077597557435,7.967658021593781,sigmoid,32,42.0,,,,,,,,,,,,,,,COMPLETE
3283,0.12622036262203626,2024-04-11 16:44:02.397326,2024-04-11 16:44:03.187857,0 days 00:00:00.790531,95.18737053786174,9.278047329068087,sigmoid,8,,28.0,29.0,,,,,,,,,,,,,COMPLETE
3284,0.528671448820927,2024-04-11 16:44:03.195904,2024-04-11 16:44:04.293311,0 days 00:00:01.097407,96.9214904651418,8.697664102219331,sigmoid,7,,,,,,,48.0,42.0,3.8859148256502642,6.217404922417735,3.5076232395971574,12.0,42.0,66.0,55.0,COMPLETE
3285,0.5963643249384587,2024-04-11 16:44:04.293311,2024-04-11 16:44:05.117588,0 days 00:00:00.824277,98.17761413598663,8.32629565236691,sigmoid,8,,22.0,32.0,,,,,,,,,,,,,COMPLETE
3286,0.49053843386497187,2024-04-11 16:44:05.117588,2024-04-11 16:44:06.379423,0 days 00:00:01.261835,98.32467041240912,7.797109625876493,sigmoid,27,,25.0,31.0,5.0,4.0,39.0,,,5.544539259499089,8.805402822920422,7.009551228457551,13.0,40.0,81.0,170.0,COMPLETE
3287,0.48915377747749916,2024-04-11 16:44:06.379423,2024-04-11 16:44:07.585385,0 days 00:00:01.205962,92.01132194179063,8.080775453908451,sigmoid,54,23.0,,,4.0,8.0,18.0,28.0,32.0,2.467682731245019,2.07464818254028,1.465595825535714,14.0,34.0,77.0,,COMPLETE
3288,0.29741609497596844,2024-04-11 16:44:07.585385,2024-04-11 16:44:08.557925,0 days 00:00:00.972540,98.19475452339292,8.244952196664109,sigmoid,34,18.0,,,,,,,,9.48246174065067,0.6899980588869967,7.699624926733493,17.0,30.0,70.0,,COMPLETE
3289,0.5262838615207615,2024-04-11 16:44:08.557925,2024-04-11 16:44:09.336464,0 days 00:00:00.778539,95.35285587114656,8.51379551655924,sigmoid,4,,,,,,,42.0,25.0,,,,,,,,COMPLETE
3290,0.5929369437606513,2024-04-11 16:44:09.336464,2024-04-11 16:44:10.117421,0 days 00:00:00.780957,98.14583047175647,7.699638782027048,sigmoid,8,,27.0,33.0,,,,,,,,,,,,,COMPLETE
3291,0.34332822645363675,2024-04-11 16:44:10.125444,2024-04-11 16:44:11.162101,0 days 00:00:01.036657,93.75171681840877,7.998769121799774,sigmoid,53,15.0,,,7.0,1.0,12.0,2.0,28.0,,,,,,,177.0,COMPLETE
3292,0.49078324572461524,2024-04-11 16:44:11.162101,2024-04-11 16:44:12.185532,0 days 00:00:01.023431,99.97918960684373,7.283932131573431,sigmoid,45,4.0,25.0,28.0,,,,40.0,39.0,,,,,,,77.0,COMPLETE
3293,0.5185345950169286,2024-04-11 16:44:12.185532,2024-04-11 16:44:12.973755,0 days 00:00:00.788223,96.60045580353093,8.379294783637304,sigmoid,33,49.0,,,,,,,,,,,,,,145.0,COMPLETE
3294,0.4862440334844451,2024-04-11 16:44:12.973755,2024-04-11 16:44:13.926374,0 days 00:00:00.952619,99.99657904226657,7.839202797013561,sigmoid,17,,,,6.0,7.0,15.0,,,,,,,,,37.0,COMPLETE
3295,0.4194541850891904,2024-04-11 16:44:13.926374,2024-04-11 16:44:14.841254,0 days 00:00:00.914880,99.96175732069464,7.511447884128788,sigmoid,49,7.0,,,1.0,3.0,76.0,,,,,,,,,28.0,COMPLETE
3296,0.48435190376675663,2024-04-11 16:44:14.841254,2024-04-11 16:44:16.116092,0 days 00:00:01.274838,95.0771290361419,8.16530425964216,sigmoid,58,36.0,23.0,30.0,2.0,5.0,56.0,,,6.350944519183661,4.669633942372791,8.318256676507573,6.0,36.0,55.0,,COMPLETE
3297,0.41693060754391015,2024-04-11 16:44:16.116092,2024-04-11 16:44:17.283177,0 days 00:00:01.167085,98.10693347573319,7.984253265756277,sigmoid,51,35.0,,,3.0,4.0,62.0,,,5.07753077933196,7.702341743547167,5.1657505433340445,4.0,31.0,64.0,140.0,COMPLETE
3298,0.6009432182607054,2024-04-11 16:44:17.283177,2024-04-11 16:44:18.040149,0 days 00:00:00.756972,96.73527435950986,7.744371201904575,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
3299,0.2341317632365404,2024-04-11 16:44:18.048751,2024-04-11 16:44:19.381226,0 days 00:00:01.332475,98.14131065862888,9.032987869790059,rbf,5,,,,,,,25.0,34.0,,,,,,,125.0,COMPLETE
3300,0.4923917370725881,2024-04-11 16:44:19.381226,2024-04-11 16:44:20.460320,0 days 00:00:01.079094,95.41370972775995,5.332194793174702,sigmoid,18,,,,8.0,6.0,87.0,,,7.768567469355528,3.2724828298152966,5.54692850919759,7.0,25.0,68.0,,COMPLETE
3301,0.3821336676123243,2024-04-11 16:44:20.468731,2024-04-11 16:44:21.562611,0 days 00:00:01.093880,96.7908165149551,8.656881139871933,sigmoid,19,,,,7.0,2.0,32.0,,,8.902539959326866,4.251000899316896,6.397137216890545,5.0,28.0,91.0,187.0,COMPLETE
3302,0.5963643249384587,2024-04-11 16:44:21.571080,2024-04-11 16:44:22.325508,0 days 00:00:00.754428,93.69126281828561,8.282553783474148,sigmoid,8,,26.0,32.0,,,,,,,,,,,,,COMPLETE
3303,0.41750496572051005,2024-04-11 16:44:22.325508,2024-04-11 16:44:23.414170,0 days 00:00:01.088662,99.94664010966463,8.073877254318594,sigmoid,50,11.0,,,4.0,8.0,92.0,,,4.231846690824089,5.173808276664306,4.87784131761822,9.0,21.0,96.0,,COMPLETE
3304,0.12622036262203626,2024-04-11 16:44:23.414170,2024-04-11 16:44:24.193440,0 days 00:00:00.779270,98.38234972374795,8.454209739817976,sigmoid,8,,29.0,29.0,,,,,,,,,,,,,COMPLETE
3305,0.5929369437606513,2024-04-11 16:44:24.193440,2024-04-11 16:44:25.001968,0 days 00:00:00.808528,99.9990408497724,7.876208259640654,sigmoid,8,,25.0,33.0,,,,,,,,,,,,,COMPLETE
3306,0.40177580466148727,2024-04-11 16:44:25.001968,2024-04-11 16:44:25.943594,0 days 00:00:00.941626,96.64700433197281,7.583902093397801,sigmoid,25,,27.0,30.0,2.0,7.0,83.0,,,,,,,,,196.0,COMPLETE
3307,0.4384979627794296,2024-04-11 16:44:25.943594,2024-04-11 16:44:27.005870,0 days 00:00:01.062276,92.17489842489027,8.213299719615048,sigmoid,29,,23.0,32.0,5.0,1.0,28.0,13.0,16.0,,,,,,,69.0,COMPLETE
3308,0.5122641509433962,2024-04-11 16:44:27.005870,2024-04-11 16:44:28.232017,0 days 00:00:01.226147,98.08877981526896,8.015552641265655,sigmoid,47,45.0,26.0,34.0,,,,12.0,22.0,6.922308524210995,2.505859877605514,7.283750747357748,18.0,26.0,100.0,60.0,COMPLETE
3309,0.34195611103037354,2024-04-11 16:44:28.232017,2024-04-11 16:44:29.222800,0 days 00:00:00.990783,95.51174395011309,7.768063698094515,sigmoid,6,,,,,,,15.0,12.0,9.275667243056198,6.881325290976672,2.57688860368985,20.0,48.0,76.0,,COMPLETE
3310,0.5962842367362575,2024-04-11 16:44:29.222800,2024-04-11 16:44:30.018001,0 days 00:00:00.795201,98.28899257014389,9.50332269951035,sigmoid,8,,21.0,31.0,,,,,,,,,,,,,COMPLETE
3311,0.49431042330450614,2024-04-11 16:44:30.020099,2024-04-11 16:44:31.152985,0 days 00:00:01.132886,95.46112317041396,8.427464935041396,sigmoid,43,39.0,24.0,31.0,,,,,,5.847213172053424,9.649222228910922,9.982883882838872,11.0,45.0,80.0,10.0,COMPLETE
3312,0.3551734459706654,2024-04-11 16:44:31.152985,2024-04-11 16:44:32.144954,0 days 00:00:00.991969,96.73817897234846,8.165333818279905,sigmoid,35,21.0,,,,,,,,0.7309950579598219,7.474793821342562,3.200177861553562,16.0,23.0,54.0,41.0,COMPLETE
3313,0.4607534038627712,2024-04-11 16:44:32.144954,2024-04-11 16:44:33.260193,0 days 00:00:01.115239,99.9545505551123,7.938441613889018,sigmoid,39,50.0,,,,,,21.0,36.0,1.178364495786007,8.102583775214459,8.949239974568133,12.0,37.0,87.0,108.0,COMPLETE
3314,0.12003789673140693,2024-04-11 16:44:33.260193,2024-04-11 16:44:34.052729,0 days 00:00:00.792536,98.25281797739638,8.84523149985941,sigmoid,8,,27.0,28.0,,,,,,,,,,,,,COMPLETE
3315,0.4745874937097756,2024-04-11 16:44:34.052729,2024-04-11 16:44:35.193429,0 days 00:00:01.140700,93.32245525514075,9.973600157103572,sigmoid,22,,,,6.0,4.0,68.0,47.0,8.0,8.28690641390217,3.7879196712970513,6.193689731028146,19.0,44.0,61.0,,COMPLETE
3316,0.44771119043146096,2024-04-11 16:44:35.201442,2024-04-11 16:44:36.165740,0 days 00:00:00.964298,98.1672442694855,6.220592780238514,sigmoid,21,,,,1.0,5.0,7.0,46.0,40.0,,,,,,,114.0,COMPLETE
3317,0.44235869169569964,2024-04-11 16:44:36.174381,2024-04-11 16:44:37.094765,0 days 00:00:00.920384,95.26259755007732,8.200908564523761,sigmoid,24,,24.0,30.0,2.0,3.0,48.0,,,,,,,,,,COMPLETE
3318,0.3130134025075659,2024-04-11 16:44:37.094765,2024-04-11 16:44:38.553011,0 days 00:00:01.458246,98.20154202446216,7.561872436160458,rbf,38,41.0,,,,,,32.0,48.0,4.854967828797487,9.159291746737178,5.706453097420827,8.0,20.0,84.0,,COMPLETE
3319,0.5611127185549539,2024-04-11 16:44:38.553011,2024-04-11 16:44:39.604736,0 days 00:00:01.051725,96.67424615126728,8.538948600918191,sigmoid,3,,,,,,,,,5.345238323992477,2.267021255584288,0.9373357128707411,2.0,32.0,58.0,17.0,COMPLETE
3320,0.5069140556625241,2024-04-11 16:44:39.613297,2024-04-11 16:44:40.455759,0 days 00:00:00.842462,98.06345024733605,7.81122765400973,sigmoid,8,,26.0,35.0,,,,,,,,,,,,,COMPLETE
3321,0.5963643249384587,2024-04-11 16:44:40.455759,2024-04-11 16:44:41.248763,0 days 00:00:00.793004,54.26935702030161,8.32314917440002,sigmoid,8,,25.0,32.0,,,,,,,,,,,,,COMPLETE
3322,0.4958414570942028,2024-04-11 16:44:41.248763,2024-04-11 16:44:42.582359,0 days 00:00:01.333596,99.96457344460065,7.330713674552095,sigmoid,31,,28.0,33.0,3.0,2.0,41.0,34.0,46.0,3.1078209051202257,1.5305683240365138,9.506578957664889,20.0,47.0,51.0,121.0,COMPLETE
3323,0.43603588635986046,2024-04-11 16:44:42.590382,2024-04-11 16:44:43.675512,0 days 00:00:01.085130,99.94911630032347,8.052167820452372,sigmoid,28,,25.0,31.0,5.0,6.0,95.0,19.0,30.0,,,,,,,,COMPLETE
3324,0.3478118994960299,2024-04-11 16:44:43.675512,2024-04-11 16:44:44.756159,0 days 00:00:01.080647,94.15173484620566,7.927770049777599,sigmoid,42,30.0,22.0,29.0,,,,,,3.443127365948552,7.232158898780806,4.38476244616031,10.0,25.0,92.0,,COMPLETE
3325,0.39599755477622983,2024-04-11 16:44:44.756159,2024-04-11 16:44:45.985864,0 days 00:00:01.229705,74.1836101383625,7.696698598497489,sigmoid,15,,27.0,30.0,,,,10.0,41.0,7.464775890273563,0.9013365615418989,2.8507852200076034,18.0,27.0,99.0,91.0,COMPLETE
3326,0.5963643249384587,2024-04-11 16:44:45.985864,2024-04-11 16:44:46.855971,0 days 00:00:00.870107,96.41098357165308,8.31538042588573,sigmoid,8,,26.0,32.0,,,,,,,,,,,,,COMPLETE
3327,0.6009432182607054,2024-04-11 16:44:46.855971,2024-04-11 16:44:47.652532,0 days 00:00:00.796561,99.97348345110379,8.110848288734532,sigmoid,8,,23.0,31.0,,,,,,,,,,,,,COMPLETE
3328,0.40275041949368934,2024-04-11 16:44:47.652532,2024-04-11 16:44:48.489781,0 days 00:00:00.837249,98.20042882392873,8.577822580047751,sigmoid,9,,28.0,27.0,,,,,,,,,,,,181.0,COMPLETE
3329,0.5929369437606513,2024-04-11 16:44:48.497763,2024-04-11 16:44:49.291276,0 days 00:00:00.793513,96.61942937548717,7.838028937115011,sigmoid,8,,25.0,33.0,,,,,,,,,,,,,COMPLETE
3330,0.4915258346870984,2024-04-11 16:44:49.299832,2024-04-11 16:44:50.613542,0 days 00:00:01.313710,95.06193264480088,8.089285946634584,sigmoid,46,5.0,24.0,29.0,,,,27.0,44.0,1.4775237955243083,4.974007094277773,4.087594052188223,15.0,41.0,53.0,,COMPLETE
3331,0.45401337792642144,2024-04-11 16:44:50.613542,2024-04-11 16:44:52.118011,0 days 00:00:01.504469,98.16142274636663,8.445702561307524,sigmoid,63,40.0,26.0,30.0,7.0,8.0,79.0,39.0,21.0,8.4691753030841,8.423438565935836,2.2971260682152863,4.0,42.0,63.0,47.0,COMPLETE
3332,0.4491656326757995,2024-04-11 16:44:52.118011,2024-04-11 16:44:53.017042,0 days 00:00:00.899031,93.57908414568138,7.545248623662176,sigmoid,16,,,,3.0,7.0,9.0,,,,,,,,,,COMPLETE
3333,0.47009464825312786,2024-04-11 16:44:53.017042,2024-04-11 16:44:54.210162,0 days 00:00:01.193120,96.92886027287922,8.259098570724513,sigmoid,57,33.0,24.0,32.0,8.0,1.0,36.0,,,,,,,,,66.0,COMPLETE
3334,0.6009432182607054,2024-04-11 16:44:54.210162,2024-04-11 16:44:55.149021,0 days 00:00:00.938859,91.96706287077654,7.953987257524016,sigmoid,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
3335,0.19352643856920684,2024-04-11 16:44:55.149021,2024-04-11 16:44:56.553863,0 days 00:00:01.404842,99.99655376916185,7.686411857766034,rbf,11,,23.0,30.0,,,,,,1.9753699835386636,5.733963682149687,3.343064838092314,3.0,35.0,56.0,150.0,COMPLETE
3336,0.273403824190399,2024-04-11 16:44:56.553863,2024-04-11 16:44:57.570500,0 days 00:00:01.016637,98.02520266252128,8.176968213843896,sigmoid,2,,,,,,,,,5.618324698077437,2.7457270238276776,9.243994859458,5.0,29.0,71.0,,COMPLETE
3337,0.4696663033888629,2024-04-11 16:44:57.570500,2024-04-11 16:44:58.912538,0 days 00:00:01.342038,95.21953740599234,7.067155581057143,sigmoid,62,26.0,27.0,32.0,4.0,6.0,60.0,16.0,24.0,2.64414099084074,8.904792655034447,6.654912806940235,14.0,24.0,89.0,,COMPLETE
3338,0.31716054670768273,2024-04-11 16:44:58.920468,2024-04-11 16:45:00.041627,0 days 00:00:01.121159,98.13994384988204,8.737489692999205,sigmoid,10,,25.0,29.0,,,,,,9.056458605761868,6.545775738157532,8.744010203479766,7.0,40.0,93.0,,COMPLETE
3339,0.4962166904265819,2024-04-11 16:45:00.041627,2024-04-11 16:45:00.963459,0 days 00:00:00.921832,51.63635309970981,7.935221453196674,sigmoid,41,3.0,25.0,34.0,,,,,,,,,,,,154.0,COMPLETE
3340,0.5963245096172158,2024-04-11 16:45:00.970997,2024-04-11 16:45:01.761490,0 days 00:00:00.790493,96.83592165867735,8.393755794941377,sigmoid,8,,29.0,31.0,,,,,,,,,,,,,COMPLETE
3341,0.36060266467438673,2024-04-11 16:45:01.770044,2024-04-11 16:45:03.114271,0 days 00:00:01.344227,99.99991249379029,8.11473895068741,sigmoid,26,,23.0,33.0,1.0,2.0,23.0,,,3.9719674175904953,8.585387979894444,0.5136733524287065,9.0,38.0,74.0,,COMPLETE
3342,0.6009432182607054,2024-04-11 16:45:03.122318,2024-04-11 16:45:03.914338,0 days 00:00:00.792020,95.31427555059567,7.761755947350602,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
3343,0.2048026150364596,2024-04-11 16:45:03.914593,2024-04-11 16:45:04.921276,0 days 00:00:01.006683,96.66633154569111,7.466429156456037,sigmoid,20,,,,6.0,5.0,45.0,29.0,37.0,,,,,,,,COMPLETE
3344,0.4634235552304316,2024-04-11 16:45:04.921276,2024-04-11 16:45:06.073373,0 days 00:00:01.152097,98.37500094160893,8.300507511493796,sigmoid,56,10.0,22.0,30.0,8.0,4.0,73.0,,,,,,,,,,COMPLETE
3345,0.5952371952371952,2024-04-11 16:45:06.073373,2024-04-11 16:45:06.961376,0 days 00:00:00.888003,98.1879732037007,7.9262744801874145,sigmoid,8,,28.0,32.0,,,,,,,,,,,,,COMPLETE
3346,0.4892696800883812,2024-04-11 16:45:06.969537,2024-04-11 16:45:08.233251,0 days 00:00:01.263714,99.9647417772014,8.629448212257223,sigmoid,14,,26.0,28.0,,,,49.0,2.0,2.2090284481413542,6.80406094405015,4.567517558309556,17.0,47.0,79.0,,COMPLETE
3347,0.5271004476898336,2024-04-11 16:45:08.241698,2024-04-11 16:45:09.124788,0 days 00:00:00.883090,94.30422422684504,8.075432373614388,sigmoid,37,43.0,,,,,,6.0,26.0,,,,,,,173.0,COMPLETE
3348,0.45345352376492626,2024-04-11 16:45:09.124788,2024-04-11 16:45:10.058472,0 days 00:00:00.933684,96.60327749928305,8.435889885033742,sigmoid,8,,30.0,30.0,,,,,,,,,,,,,COMPLETE
3349,0.5952371952371952,2024-04-11 16:45:10.066009,2024-04-11 16:45:10.919476,0 days 00:00:00.853467,98.0213066419035,7.730850815065625,sigmoid,8,,25.0,32.0,,,,,,,,,,,,,COMPLETE
3350,0.47074122236670995,2024-04-11 16:45:10.928546,2024-04-11 16:45:12.056770,0 days 00:00:01.128224,98.21097159576247,8.195746785357166,sigmoid,52,37.0,,,2.0,3.0,64.0,14.0,11.0,,,,,,,,COMPLETE
3351,0.45231591794037307,2024-04-11 16:45:12.056770,2024-04-11 16:45:13.337581,0 days 00:00:01.280811,93.42812650226446,7.87739743531148,sigmoid,59,13.0,26.0,33.0,6.0,7.0,81.0,,,7.052837742913,5.413381424040713,0.8000687043803847,13.0,43.0,82.0,132.0,COMPLETE
3352,0.4984279797914092,2024-04-11 16:45:13.337801,2024-04-11 16:45:14.209986,0 days 00:00:00.872185,95.60919186223721,7.375023725469461,sigmoid,48,45.0,,,4.0,8.0,53.0,,,,,,,,,,COMPLETE
3353,0.44701971028259324,2024-04-11 16:45:14.209986,2024-04-11 16:45:15.078225,0 days 00:00:00.868239,98.2119310816579,8.032236339741756,sigmoid,8,,27.0,30.0,,,,,,,,,,,,,COMPLETE
3354,0.5986580986580987,2024-04-11 16:45:15.078225,2024-04-11 16:45:16.049605,0 days 00:00:00.971380,24.468483909726473,8.330118421854705,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
3355,0.3767469521260779,2024-04-11 16:45:16.049605,2024-04-11 16:45:17.537092,0 days 00:00:01.487487,96.17459396470491,7.583265120117934,rbf,12,,25.0,29.0,,,,43.0,10.0,,,,,,,,COMPLETE
3356,0.3436626782259798,2024-04-11 16:45:17.545095,2024-04-11 16:45:19.152723,0 days 00:00:01.607628,91.70180700145815,8.198397533771505,sigmoid,55,47.0,,,5.0,1.0,10.0,33.0,33.0,6.48863485372967,5.9868505515345865,5.986474822156647,6.0,48.0,67.0,165.0,COMPLETE
3357,0.34653430242864736,2024-04-11 16:45:19.160744,2024-04-11 16:45:20.305001,0 days 00:00:01.144257,96.65793669738743,8.524207806875202,sigmoid,44,12.0,27.0,31.0,,,,45.0,19.0,,,,,,,,COMPLETE
3358,0.40032438808611026,2024-04-11 16:45:20.305001,2024-04-11 16:45:21.542793,0 days 00:00:01.237792,16.78207702898844,7.845924399521075,sigmoid,60,20.0,22.0,39.0,7.0,3.0,17.0,5.0,35.0,,,,,,,,COMPLETE
3359,0.4165455426356589,2024-04-11 16:45:21.542793,2024-04-11 16:45:22.883016,0 days 00:00:01.340223,97.93618811785586,8.051616708883405,sigmoid,54,16.0,,,3.0,6.0,34.0,24.0,31.0,8.110887396209563,4.481196245303601,2.071754543216793,12.0,20.0,68.0,,COMPLETE
3360,0.3814739315205749,2024-04-11 16:45:22.884016,2024-04-11 16:45:23.958454,0 days 00:00:01.074438,98.24340608321349,7.664175462706596,sigmoid,13,,24.0,34.0,,,,30.0,13.0,,,,,,,87.0,COMPLETE
3361,0.5178773594615179,2024-04-11 16:45:23.958454,2024-04-11 16:45:24.839490,0 days 00:00:00.881036,94.73851835302945,8.256277954688045,sigmoid,36,38.0,,,,,,44.0,47.0,,,,,,,,COMPLETE
3362,0.5953726073220592,2024-04-11 16:45:24.839490,2024-04-11 16:45:25.709310,0 days 00:00:00.869820,99.9121900652268,8.766603805857587,sigmoid,8,,28.0,25.0,,,,,,,,,,,,,COMPLETE
3363,0.5943780375673191,2024-04-11 16:45:25.716359,2024-04-11 16:45:26.483844,0 days 00:00:00.767485,98.28676162218304,7.95852390403246,sigmoid,1,,,,,,,,,,,,,,,24.0,COMPLETE
3364,0.5963643249384587,2024-04-11 16:45:26.483844,2024-04-11 16:45:27.298530,0 days 00:00:00.814686,95.55502355476573,8.424245730406996,sigmoid,8,,26.0,32.0,,,,,,,,,,,,,COMPLETE
3365,0.5023164208500257,2024-04-11 16:45:27.298530,2024-04-11 16:45:28.449317,0 days 00:00:01.150787,96.62835426061146,7.798051578535403,sigmoid,7,,,,,,,37.0,49.0,1.7278755678381863,2.9950558050725227,1.3014299818748833,16.0,45.0,97.0,73.0,COMPLETE
3366,0.5141079812206572,2024-04-11 16:45:28.449317,2024-04-11 16:45:29.811117,0 days 00:00:01.361800,98.30390541363394,8.114156827509174,sigmoid,23,,,,1.0,5.0,19.0,7.0,28.0,8.76661393939246,9.487349254648652,3.6874659991256835,11.0,30.0,60.0,103.0,COMPLETE
3367,0.5900242633031432,2024-04-11 16:45:29.811117,2024-04-11 16:45:30.700759,0 days 00:00:00.889642,93.71961312387154,8.293985613872769,sigmoid,32,22.0,,,,,,,,,,,,,,,COMPLETE
3368,0.5276534592486144,2024-04-11 16:45:30.700759,2024-04-11 16:45:31.690022,0 days 00:00:00.989263,99.96221973532336,7.180573422942799,sigmoid,40,27.0,23.0,29.0,,,,,,,,,,,,,COMPLETE
3369,0.5929369437606513,2024-04-11 16:45:31.690022,2024-04-11 16:45:32.525648,0 days 00:00:00.835626,99.92071274064814,7.99563012249487,sigmoid,8,,25.0,33.0,,,,,,,,,,,,,COMPLETE
3370,0.5963245096172158,2024-04-11 16:45:32.525648,2024-04-11 16:45:33.413416,0 days 00:00:00.887768,95.54295262637714,8.591001735151433,sigmoid,8,,27.0,31.0,,,,,,,,,,,,,COMPLETE
3371,0.44701971028259324,2024-04-11 16:45:33.413416,2024-04-11 16:45:34.263793,0 days 00:00:00.850377,98.17137806335911,7.615799582847607,sigmoid,8,,24.0,30.0,,,,,,,,,,,,,COMPLETE
3372,0.4881223178481814,2024-04-11 16:45:34.263793,2024-04-11 16:45:35.635539,0 days 00:00:01.371746,96.73986871128484,7.855722734742395,sigmoid,51,19.0,,,7.0,2.0,13.0,,,4.605984659857208,7.956408082780095,8.020118625207175,19.0,31.0,70.0,81.0,COMPLETE
3373,0.2971956963228622,2024-04-11 16:45:35.635539,2024-04-11 16:45:36.910348,0 days 00:00:01.274809,98.151455939444,8.169107530851312,sigmoid,34,21.0,,,,,,,,7.317785207753063,7.121547031749776,6.859267268033038,17.0,33.0,73.0,,COMPLETE
3374,0.3980673108963678,2024-04-11 16:45:36.918362,2024-04-11 16:45:38.097440,0 days 00:00:01.179078,11.765788901018624,8.404130270012931,rbf,33,8.0,,,,,,,,,,,,,,33.0,COMPLETE
3375,0.5941143180531975,2024-04-11 16:45:38.097440,2024-04-11 16:45:38.999107,0 days 00:00:00.901667,99.98348937133379,7.382940036835464,sigmoid,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
3376,0.4995825022034606,2024-04-11 16:45:38.999107,2024-04-11 16:45:40.063178,0 days 00:00:01.064071,99.93410646049597,8.055943362315684,sigmoid,45,6.0,25.0,32.0,,,,26.0,17.0,,,,,,,190.0,COMPLETE
3377,0.4538909561559618,2024-04-11 16:45:40.063178,2024-04-11 16:45:41.405245,0 days 00:00:01.342067,99.999621639082,7.745646748427639,sigmoid,61,29.0,23.0,28.0,4.0,7.0,30.0,50.0,7.0,,,,,,,57.0,COMPLETE
3378,0.40852518217579153,2024-04-11 16:45:41.405245,2024-04-11 16:45:42.810447,0 days 00:00:01.405202,93.56525418442754,8.242317994585829,sigmoid,27,,29.0,30.0,2.0,4.0,89.0,,,6.788896479074246,1.764585629279844,5.241614606831327,2.0,36.0,83.0,13.0,COMPLETE
3379,0.4679200940070505,2024-04-11 16:45:42.810447,2024-04-11 16:45:44.281450,0 days 00:00:01.471003,96.72284052416434,7.936297400763965,sigmoid,30,,21.0,31.0,5.0,8.0,77.0,11.0,5.0,0.9806603601747099,6.3120276496205,4.778404779955637,7.0,21.0,50.0,,COMPLETE
3380,0.545051113400428,2024-04-11 16:45:44.289778,2024-04-11 16:45:45.324919,0 days 00:00:01.035141,79.28729008597078,8.343213318667111,sigmoid,5,,,,,,,20.0,25.0,,,,,,,143.0,COMPLETE
3381,0.5041108709698982,2024-04-11 16:45:45.324919,2024-04-11 16:45:46.312971,0 days 00:00:00.988052,96.59407284982946,7.559085051774215,sigmoid,17,,,,8.0,5.0,25.0,,,,,,,,,99.0,COMPLETE
3382,0.5929369437606513,2024-04-11 16:45:46.312971,2024-04-11 16:45:47.176128,0 days 00:00:00.863157,99.99792427688115,8.551713612670177,sigmoid,8,,26.0,33.0,,,,,,,,,,,,,COMPLETE
3383,0.2539790722848093,2024-04-11 16:45:47.185025,2024-04-11 16:45:48.290371,0 days 00:00:01.105346,95.10689971486836,8.066470560878743,sigmoid,18,,,,6.0,3.0,43.0,,,4.369161271179534,4.092292088506172,7.698522743569889,4.0,22.0,78.0,,COMPLETE
3384,0.529676036600445,2024-04-11 16:45:48.290371,2024-04-11 16:45:49.098856,0 days 00:00:00.808485,98.13706045970734,7.80563753524485,sigmoid,4,,,,,,,38.0,38.0,,,,,,,,COMPLETE
3385,0.3788592360020932,2024-04-11 16:45:49.098856,2024-04-11 16:45:50.331948,0 days 00:00:01.233092,92.49127313595915,8.21260223673425,sigmoid,19,,,,1.0,4.0,67.0,,,5.983093900539017,3.373018752959048,1.8035363272408507,15.0,28.0,56.0,157.0,COMPLETE
3386,0.43099184907042765,2024-04-11 16:45:50.331948,2024-04-11 16:45:51.659628,0 days 00:00:01.327680,98.232980183226,7.950237803741682,sigmoid,53,14.0,,,3.0,1.0,70.0,35.0,27.0,,,,,,,137.0,COMPLETE
3387,0.12622036262203626,2024-04-11 16:45:51.659628,2024-04-11 16:45:52.516891,0 days 00:00:00.857263,96.58015876140088,8.953193014004649,sigmoid,8,,27.0,29.0,,,,,,,,,,,,,COMPLETE
3388,0.43278427205100956,2024-04-11 16:45:52.516891,2024-04-11 16:45:54.017013,0 days 00:00:01.500122,99.98843659227359,8.432655520889197,sigmoid,58,34.0,24.0,32.0,2.0,6.0,75.0,,,7.850173560669994,1.2711543897036024,5.005609249220004,10.0,35.0,85.0,,COMPLETE
3389,0.44701971028259324,2024-04-11 16:45:54.021576,2024-04-11 16:45:54.840406,0 days 00:00:00.818830,94.6683265056388,8.160744412908214,sigmoid,8,,25.0,30.0,,,,,,,,,,,,,COMPLETE
3390,0.39198374092090355,2024-04-11 16:45:54.848429,2024-04-11 16:45:55.840618,0 days 00:00:00.992189,66.81999284654422,7.714893253230971,sigmoid,49,25.0,,,5.0,2.0,55.0,,,,,,,,,184.0,COMPLETE
