number,value,datetime_start,datetime_complete,duration,params_C,params_gamma,params_kernel,params_mask_number,params_rsi_window,params_so_smooth,params_so_window,params_srsi_smooth1,params_srsi_smooth2,params_srsi_window,params_tsi_window_fast,params_tsi_window_slow,params_ult_weight_1,params_ult_weight_2,params_ult_weight_3,params_ult_window_1,params_ult_window_2,params_ult_window_3,params_williams_lbp,state
5501,0.493114721616802,2024-04-11 17:25:04.451847,2024-04-11 17:25:05.796748,0 days 00:00:01.344901,93.64392430631784,7.851590394303493,sigmoid,43,32.0,28.0,30.0,,,,,,3.38952487819077,7.727457792042948,8.475649805914296,11.0,26.0,56.0,144.0,COMPLETE
5502,0.4856579759699862,2024-04-11 17:25:05.798790,2024-04-11 17:25:07.089855,0 days 00:00:01.291065,96.96004092528234,6.89391189470778,sigmoid,29,,22.0,32.0,6.0,6.0,38.0,50.0,21.0,,,,,,,161.0,COMPLETE
5503,0.5986580986580987,2024-04-11 17:25:07.091849,2024-04-11 17:25:08.002868,0 days 00:00:00.911019,79.41629396265424,8.263164325665606,sigmoid,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
5504,0.12622036262203626,2024-04-11 17:25:08.005866,2024-04-11 17:25:08.918493,0 days 00:00:00.912627,98.36064350688015,8.076238326170841,sigmoid,8,,24.0,29.0,,,,,,,,,,,,,COMPLETE
5505,0.38235905250034635,2024-04-11 17:25:08.920491,2024-04-11 17:25:10.437105,0 days 00:00:01.516614,95.12670200953282,5.69121137700855,rbf,24,,25.0,33.0,4.0,1.0,75.0,,,,,,,,,,COMPLETE
5506,0.37137092637554286,2024-04-11 17:25:10.439603,2024-04-11 17:25:11.692427,0 days 00:00:01.252824,64.47171726671873,7.718159635381968,sigmoid,38,22.0,,,,,,34.0,11.0,9.787470632844673,9.025657623391329,3.1363715149792224,14.0,48.0,83.0,,COMPLETE
5507,0.4704742550627377,2024-04-11 17:25:11.694429,2024-04-11 17:25:12.858671,0 days 00:00:01.164242,98.27243482844655,8.364239757850413,sigmoid,21,,,,2.0,5.0,61.0,21.0,47.0,,,,,,,14.0,COMPLETE
5508,0.2856318078595897,2024-04-11 17:25:12.860668,2024-04-11 17:25:14.265592,0 days 00:00:01.404924,90.7773747636075,7.985589831967821,sigmoid,22,,,,8.0,8.0,46.0,18.0,20.0,4.226815574123659,0.871644688271723,3.490437098909631,2.0,20.0,73.0,,COMPLETE
5509,0.44701971028259324,2024-04-11 17:25:14.267598,2024-04-11 17:25:15.201566,0 days 00:00:00.933968,98.2066072943702,8.177224556265553,sigmoid,8,,27.0,30.0,,,,,,,,,,,,,COMPLETE
5510,0.36307671024417226,2024-04-11 17:25:15.204094,2024-04-11 17:25:16.833677,0 days 00:00:01.629583,99.93785147679131,8.74104404404462,sigmoid,31,,23.0,34.0,6.0,7.0,6.0,9.0,32.0,6.375308064294789,6.449979093452848,7.087508407313759,7.0,44.0,99.0,175.0,COMPLETE
5511,0.42048355178248775,2024-04-11 17:25:16.836658,2024-04-11 17:25:18.242173,0 days 00:00:01.405515,96.76580461510581,7.471637693253765,sigmoid,15,,27.0,32.0,,,,29.0,23.0,3.0493923614037763,8.065695945684489,7.535582908023571,13.0,24.0,54.0,32.0,COMPLETE
5512,0.3813737884534344,2024-04-11 17:25:18.244189,2024-04-11 17:25:19.439062,0 days 00:00:01.194873,93.98162486822432,7.824880465778531,sigmoid,35,45.0,,,,,,,,1.6654539051540245,7.342447470257783,5.142931178610232,3.0,27.0,67.0,156.0,COMPLETE
5513,0.5964036904537752,2024-04-11 17:25:19.442261,2024-04-11 17:25:20.363252,0 days 00:00:00.920991,95.50078135955137,7.207786210156005,sigmoid,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
5514,0.308475703537432,2024-04-11 17:25:20.365858,2024-04-11 17:25:21.454225,0 days 00:00:01.088367,96.5588002888267,8.322455751767272,sigmoid,3,,,,,,,,,5.186543596734923,5.487678641301088,9.711764386174238,16.0,35.0,96.0,138.0,COMPLETE
5515,0.44701971028259324,2024-04-11 17:25:21.456197,2024-04-11 17:25:22.391069,0 days 00:00:00.934872,98.04679256590592,8.018753782322579,sigmoid,8,,25.0,30.0,,,,,,,,,,,,,COMPLETE
5516,0.4646295107863948,2024-04-11 17:25:22.393069,2024-04-11 17:25:23.620840,0 days 00:00:01.227771,98.26813638314208,8.474478777369782,sigmoid,28,,23.0,32.0,7.0,4.0,94.0,43.0,44.0,,,,,,,,COMPLETE
5517,0.35066597474485384,2024-04-11 17:25:23.622827,2024-04-11 17:25:24.898029,0 days 00:00:01.275202,98.2049106900687,7.602319672781281,sigmoid,42,21.0,28.0,29.0,,,,,,2.6412981289077226,5.195993020863044,6.815943457844012,15.0,30.0,62.0,,COMPLETE
5518,0.5003112782329358,2024-04-11 17:25:24.900031,2024-04-11 17:25:26.109691,0 days 00:00:01.209660,92.29096080078207,8.155409831492063,sigmoid,57,47.0,24.0,37.0,1.0,2.0,68.0,,,,,,,,,20.0,COMPLETE
5519,0.6009432182607054,2024-04-11 17:25:26.111684,2024-04-11 17:25:27.045257,0 days 00:00:00.933573,95.32889778742761,7.819213654824927,sigmoid,8,,26.0,31.0,,,,,,,,,,,,,COMPLETE
5520,0.44701971028259324,2024-04-11 17:25:27.047237,2024-04-11 17:25:27.980448,0 days 00:00:00.933211,98.26312749040301,7.945012810695734,sigmoid,8,,25.0,30.0,,,,,,,,,,,,,COMPLETE
5521,0.4758550559289665,2024-04-11 17:25:27.982446,2024-04-11 17:25:29.671740,0 days 00:00:01.689294,96.60302910785295,8.205253882257262,sigmoid,63,11.0,27.0,33.0,5.0,3.0,17.0,27.0,10.0,4.887703056781652,5.844038701309604,4.582481244271549,12.0,40.0,50.0,128.0,COMPLETE
5522,0.45022721836881124,2024-04-11 17:25:29.673741,2024-04-11 17:25:30.583166,0 days 00:00:00.909425,98.28762596294828,8.460268981205067,sigmoid,8,,29.0,28.0,,,,,,,,,,,,,COMPLETE
5523,0.5952371952371952,2024-04-11 17:25:30.586745,2024-04-11 17:25:31.504731,0 days 00:00:00.917986,93.4080686729095,7.724155747972575,sigmoid,8,,20.0,32.0,,,,,,,,,,,,,COMPLETE
5524,0.3686723654334179,2024-04-11 17:25:31.507729,2024-04-11 17:25:32.840987,0 days 00:00:01.333258,84.75897376071696,8.007598432781942,rbf,9,,24.0,31.0,,,,,,,,,,,,50.0,COMPLETE
5525,0.5100909090909092,2024-04-11 17:25:32.842987,2024-04-11 17:25:34.156902,0 days 00:00:01.313915,95.24862357607701,8.628501000546693,sigmoid,14,,26.0,32.0,,,,10.0,50.0,7.873301967622898,1.840083386897628,2.0918576416612376,9.0,31.0,100.0,,COMPLETE
5526,0.47490551958211974,2024-04-11 17:25:34.158882,2024-04-11 17:25:35.584203,0 days 00:00:01.425321,98.23989044595221,2.117195652143264,sigmoid,46,23.0,25.0,30.0,,,,45.0,19.0,0.8301269262317152,3.773388579979833,8.013223220668934,6.0,37.0,70.0,,COMPLETE
5527,0.5619672909209564,2024-04-11 17:25:35.587244,2024-04-11 17:25:36.581599,0 days 00:00:00.994355,99.93299693008731,8.235641816846778,sigmoid,16,,,,4.0,5.0,29.0,,,,,,,,,,COMPLETE
5528,0.44286638355316815,2024-04-11 17:25:36.584610,2024-04-11 17:25:37.960098,0 days 00:00:01.375488,96.75865750242227,7.456303882264527,sigmoid,26,,25.0,34.0,8.0,1.0,70.0,,,4.6248965750513396,4.410319870172447,9.293344945656875,20.0,42.0,64.0,,COMPLETE
5529,0.46093814178920567,2024-04-11 17:25:37.962133,2024-04-11 17:25:39.565005,0 days 00:00:01.602872,95.12211400840202,7.8540228220340245,sigmoid,62,8.0,23.0,30.0,3.0,6.0,54.0,32.0,5.0,9.624098749833626,9.701417585242467,8.734652652972976,10.0,21.0,92.0,,COMPLETE
5530,0.27267681573104974,2024-04-11 17:25:39.567251,2024-04-11 17:25:40.791914,0 days 00:00:01.224663,96.88783033538746,8.10177391654785,sigmoid,10,,16.0,31.0,,,,,,6.8194146586653925,2.08569379993937,2.942479008357341,4.0,34.0,68.0,,COMPLETE
5531,0.271166002850148,2024-04-11 17:25:40.794458,2024-04-11 17:25:41.887705,0 days 00:00:01.093247,98.18476542567575,8.376200815050455,sigmoid,2,,,,,,,,,5.432660246262866,8.68329931610651,3.823787500459306,5.0,29.0,52.0,,COMPLETE
5532,0.42095533424771897,2024-04-11 17:25:41.889707,2024-04-11 17:25:42.960294,0 days 00:00:01.070587,59.44658436119343,7.666763232153968,sigmoid,20,,,,7.0,1.0,59.0,41.0,14.0,,,,,,,,COMPLETE
5533,0.3867241254436156,2024-04-11 17:25:42.962269,2024-04-11 17:25:44.249579,0 days 00:00:01.287310,96.76486983936532,8.968763329766503,sigmoid,11,,26.0,33.0,,,,,,7.335048526197071,1.4339208945294732,8.279851661343178,2.0,45.0,87.0,184.0,COMPLETE
5534,0.12622036262203626,2024-04-11 17:25:44.251551,2024-04-11 17:25:45.165729,0 days 00:00:00.914178,98.19382854229967,7.953492792472209,sigmoid,8,,3.0,29.0,,,,,,,,,,,,,COMPLETE
5535,0.5986580986580987,2024-04-11 17:25:45.168272,2024-04-11 17:25:46.089067,0 days 00:00:00.920795,99.97652691136472,8.21885815417451,sigmoid,8,,28.0,31.0,,,,,,,,,,,,,COMPLETE
5536,0.507790582243515,2024-04-11 17:25:46.091066,2024-04-11 17:25:47.134215,0 days 00:00:01.043149,93.26238914451858,8.531768627857087,sigmoid,41,42.0,24.0,32.0,,,,,,,,,,,,112.0,COMPLETE
5537,0.384417616811983,2024-04-11 17:25:47.136215,2024-04-11 17:25:48.132081,0 days 00:00:00.995866,99.95658386296633,8.063649165009986,sigmoid,37,9.0,,,,,,36.0,48.0,,,,,,,134.0,COMPLETE
5538,0.36586774473000294,2024-04-11 17:25:48.134073,2024-04-11 17:25:49.269277,0 days 00:00:01.135204,95.06673896383407,7.886101755861441,sigmoid,56,27.0,27.0,30.0,6.0,8.0,26.0,,,,,,,,,,COMPLETE
5539,0.5986580986580987,2024-04-11 17:25:49.271278,2024-04-11 17:25:50.173583,0 days 00:00:00.902305,98.05559003247696,8.30500479623343,sigmoid,8,,22.0,31.0,,,,,,,,,,,,,COMPLETE
5540,0.4942776991633772,2024-04-11 17:25:50.174583,2024-04-11 17:25:51.306475,0 days 00:00:01.131892,98.19095211349172,7.645800591691885,sigmoid,52,44.0,,,2.0,3.0,50.0,17.0,30.0,,,,,,,,COMPLETE
5541,0.12622036262203626,2024-04-11 17:25:51.309034,2024-04-11 17:25:52.246621,0 days 00:00:00.937587,96.55285185933354,8.074194892822957,sigmoid,8,,24.0,29.0,,,,,,,,,,,,,COMPLETE
5542,0.39495196222113665,2024-04-11 17:25:52.248623,2024-04-11 17:25:53.551053,0 days 00:00:01.302430,99.99748676271969,7.319128461131583,rbf,48,4.0,,,3.0,7.0,33.0,,,,,,,,,,COMPLETE
5543,0.37935996496386903,2024-04-11 17:25:53.553053,2024-04-11 17:25:55.109440,0 days 00:00:01.556387,93.92670094372275,8.380605877433846,sigmoid,59,40.0,26.0,28.0,5.0,2.0,9.0,,,3.595486110770292,9.99971935776528,4.166259929310353,8.0,49.0,53.0,45.0,COMPLETE
5544,0.4527530090344605,2024-04-11 17:25:55.112433,2024-04-11 17:25:56.632107,0 days 00:00:01.519674,99.9852630431588,7.834135121105042,sigmoid,55,49.0,,,4.0,6.0,41.0,7.0,7.0,5.768938961944719,2.774908072284132,5.733330620105691,13.0,38.0,75.0,99.0,COMPLETE
5545,0.5952371952371952,2024-04-11 17:25:56.634055,2024-04-11 17:25:57.550654,0 days 00:00:00.916599,96.80549666643138,8.14161125355092,sigmoid,8,,25.0,32.0,,,,,,,,,,,,,COMPLETE
5546,0.5929369437606513,2024-04-11 17:25:57.552651,2024-04-11 17:25:58.470776,0 days 00:00:00.918125,99.92057578423533,8.582811298827526,sigmoid,8,,30.0,33.0,,,,,,,,,,,,,COMPLETE
5547,0.34956090806398715,2024-04-11 17:25:58.472703,2024-04-11 17:25:59.537435,0 days 00:00:01.064732,95.19894791426084,7.590561831606351,sigmoid,13,,27.0,31.0,,,,48.0,26.0,,,,,,,85.0,COMPLETE
5548,0.44701971028259324,2024-04-11 17:25:59.540453,2024-04-11 17:26:00.452335,0 days 00:00:00.911882,98.08523373150706,7.942217946643323,sigmoid,8,,32.0,30.0,,,,,,,,,,,,,COMPLETE
5549,0.3121912975303803,2024-04-11 17:26:00.454378,2024-04-11 17:26:01.534184,0 days 00:00:01.079806,96.71318335908094,8.763436247252022,sigmoid,12,,23.0,32.0,,,,23.0,8.0,,,,,,,,COMPLETE
5550,0.4989021256715721,2024-04-11 17:26:01.536161,2024-04-11 17:26:02.655361,0 days 00:00:01.119200,98.29482346049846,8.275082677820663,sigmoid,44,13.0,26.0,33.0,,,,26.0,16.0,,,,,,,,COMPLETE
5551,0.4312991273132388,2024-04-11 17:26:02.657894,2024-04-11 17:26:04.124104,0 days 00:00:01.466210,99.97092325816415,7.775294776706937,sigmoid,23,,,,8.0,4.0,63.0,12.0,22.0,8.232560067404538,3.280843143512944,5.4067309798187235,18.0,32.0,60.0,194.0,COMPLETE
5552,0.6009432182607054,2024-04-11 17:26:04.126097,2024-04-11 17:26:05.033465,0 days 00:00:00.907368,88.56768067119002,8.109440928804386,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
5553,0.5480069701590067,2024-04-11 17:26:05.035425,2024-04-11 17:26:06.065592,0 days 00:00:01.030167,92.78579171593097,3.2568875885099504,sigmoid,40,15.0,25.0,41.0,,,,,,,,,,,,,COMPLETE
5554,0.4511322055470117,2024-04-11 17:26:06.068595,2024-04-11 17:26:07.342713,0 days 00:00:01.274118,99.9633537793051,8.400417765302524,sigmoid,60,7.0,27.0,30.0,1.0,8.0,96.0,16.0,39.0,,,,,,,,COMPLETE
5555,0.30549096091816064,2024-04-11 17:26:07.345732,2024-04-11 17:26:08.594101,0 days 00:00:01.248369,95.28409027918889,7.091330461786405,sigmoid,7,,,,,,,20.0,3.0,1.178539006449106,8.443432826369264,2.6818429452772836,11.0,41.0,95.0,26.0,COMPLETE
5556,0.5485599202236865,2024-04-11 17:26:08.595641,2024-04-11 17:26:09.408369,0 days 00:00:00.812728,99.95704022642106,7.918761183121895,sigmoid,1,,,,,,,,,,,,,,,74.0,COMPLETE
5557,0.46715473383794515,2024-04-11 17:26:09.410372,2024-04-11 17:26:10.838217,0 days 00:00:01.427845,96.73864366369831,7.4928098758072075,sigmoid,54,50.0,,,7.0,5.0,85.0,4.0,2.0,1.9481184266393727,9.36197948462343,2.3852509820280052,17.0,46.0,72.0,,COMPLETE
5558,0.5954167436703012,2024-04-11 17:26:10.840197,2024-04-11 17:26:11.674396,0 days 00:00:00.834199,96.63258106129557,8.148282212033058,sigmoid,32,33.0,,,,,,,,,,,,,,,COMPLETE
5559,0.5069140556625241,2024-04-11 17:26:11.676386,2024-04-11 17:26:12.603994,0 days 00:00:00.927608,98.22447797238831,7.8037497213856435,sigmoid,8,,25.0,35.0,,,,,,,,,,,,,COMPLETE
5560,0.4088939778424212,2024-04-11 17:26:12.605992,2024-04-11 17:26:13.983917,0 days 00:00:01.377925,92.03505137912698,8.4527064703105,sigmoid,61,30.0,28.0,27.0,2.0,3.0,77.0,46.0,34.0,,,,,,,189.0,COMPLETE
5561,0.5601360128371667,2024-04-11 17:26:13.986926,2024-04-11 17:26:14.989856,0 days 00:00:01.002930,99.95854609403324,8.287199268596073,sigmoid,36,39.0,,,,,,24.0,24.0,,,,,,,,COMPLETE
5562,0.3788195897865215,2024-04-11 17:26:14.991897,2024-04-11 17:26:16.474560,0 days 00:00:01.482663,94.06829419777421,8.017317008066694,sigmoid,27,,24.0,29.0,6.0,4.0,22.0,,,4.059488019000405,2.4450637390184,6.491350985026859,19.0,36.0,78.0,140.0,COMPLETE
5563,0.4537009731642583,2024-04-11 17:26:16.477548,2024-04-11 17:26:17.973841,0 days 00:00:01.496293,96.5698271352718,7.60623313693014,rbf,8,,26.0,32.0,,,,,,,,,,,,,COMPLETE
5564,0.3319906491638195,2024-04-11 17:26:17.976353,2024-04-11 17:26:18.941964,0 days 00:00:00.965611,99.96067954831705,8.198016146482082,sigmoid,5,,,,,,,11.0,36.0,,,,,,,62.0,COMPLETE
5565,0.26721730109328856,2024-04-11 17:26:18.944004,2024-04-11 17:26:20.072498,0 days 00:00:01.128494,95.25982856090113,8.64210639359423,sigmoid,34,17.0,,,,,,,,9.326583483656732,4.115863259593935,1.140711028001407,15.0,27.0,94.0,,COMPLETE
5566,0.6009432182607054,2024-04-11 17:26:20.074500,2024-04-11 17:26:21.032512,0 days 00:00:00.958012,97.86943148354497,7.939445661143557,sigmoid,8,,23.0,31.0,,,,,,,,,,,,,COMPLETE
5567,0.4761192490200124,2024-04-11 17:26:21.034093,2024-04-11 17:26:22.566528,0 days 00:00:01.532435,99.99687079032829,7.751895094149826,sigmoid,30,,25.0,30.0,5.0,7.0,72.0,2.0,40.0,6.121334694888009,3.0210746771550347,0.500183120776577,9.0,22.0,80.0,,COMPLETE
5568,0.5747117747117747,2024-04-11 17:26:22.569062,2024-04-11 17:26:23.487340,0 days 00:00:00.918278,90.52087358914605,8.06910380262445,sigmoid,4,,,,,,,19.0,9.0,,,,,,,,COMPLETE
5569,0.5906279643331437,2024-04-11 17:26:23.489346,2024-04-11 17:26:24.398462,0 days 00:00:00.909116,99.97333758180076,8.326320663937516,sigmoid,8,,29.0,34.0,,,,,,,,,,,,,COMPLETE
5570,0.34159732349661154,2024-04-11 17:26:24.400456,2024-04-11 17:26:25.425363,0 days 00:00:01.024907,98.18854362965901,7.340060463018823,sigmoid,17,,,,4.0,1.0,91.0,,,,,,,,,168.0,COMPLETE
5571,0.5963643249384587,2024-04-11 17:26:25.427364,2024-04-11 17:26:26.377450,0 days 00:00:00.950086,96.66846639437645,8.483174802238043,sigmoid,8,,22.0,32.0,,,,,,,,,,,,,COMPLETE
5572,0.3803833003983564,2024-04-11 17:26:26.380040,2024-04-11 17:26:27.797002,0 days 00:00:01.416962,94.54961949964753,7.894228836106237,sigmoid,51,20.0,,,1.0,6.0,13.0,,,4.423144058095171,1.188211756357723,1.4886071935245715,16.0,28.0,91.0,57.0,COMPLETE
5573,0.37739783152627193,2024-04-11 17:26:27.799002,2024-04-11 17:26:28.897470,0 days 00:00:01.098468,96.80854957315914,8.187748515992263,sigmoid,49,35.0,,,8.0,5.0,45.0,,,,,,,,,147.0,COMPLETE
5574,0.43929232930957396,2024-04-11 17:26:28.899493,2024-04-11 17:26:30.083313,0 days 00:00:01.183820,98.14417489083897,7.702125791452159,sigmoid,53,24.0,,,3.0,2.0,48.0,15.0,6.0,,,,,,,172.0,COMPLETE
5575,0.4446454120886537,2024-04-11 17:26:30.085846,2024-04-11 17:26:31.384034,0 days 00:00:01.298188,99.95706796585368,8.019012270034251,sigmoid,19,,,,2.0,7.0,4.0,,,1.3419020750087207,6.535689405978605,9.034185075413578,6.0,33.0,81.0,70.0,COMPLETE
5576,0.12622036262203626,2024-04-11 17:26:31.386558,2024-04-11 17:26:32.319414,0 days 00:00:00.932856,95.4901527665821,8.837982194127061,sigmoid,8,,26.0,29.0,,,,,,,,,,,,,COMPLETE
5577,0.47994696718594626,2024-04-11 17:26:32.321961,2024-04-11 17:26:33.491455,0 days 00:00:01.169494,98.1276215725266,8.310447333806167,sigmoid,45,29.0,27.0,33.0,,,,39.0,25.0,,,,,,,115.0,COMPLETE
5578,0.4547495589886139,2024-04-11 17:26:33.493454,2024-04-11 17:26:34.982538,0 days 00:00:01.489084,94.03681309526281,9.383281328799772,sigmoid,58,37.0,9.0,31.0,7.0,8.0,88.0,,,6.611569969507271,4.924525741005967,0.8094202233588774,20.0,43.0,84.0,,COMPLETE
5579,0.47392224279291195,2024-04-11 17:26:34.985562,2024-04-11 17:26:35.902981,0 days 00:00:00.917419,99.99077160385421,7.535416208971556,sigmoid,33,25.0,,,,,,,,,,,,,,38.0,COMPLETE
5580,0.48467717941088956,2024-04-11 17:26:35.905981,2024-04-11 17:26:37.408879,0 days 00:00:01.502898,96.83295021556329,7.85355224278103,rbf,8,,24.0,30.0,,,,,,,,,,,,,COMPLETE
5581,0.5106633491802551,2024-04-11 17:26:37.411461,2024-04-11 17:26:38.686683,0 days 00:00:01.275222,98.08709839862864,8.582325673929699,sigmoid,18,,,,4.0,4.0,82.0,,,2.162297711671784,6.172421933453464,4.900401881396361,4.0,39.0,58.0,,COMPLETE
5582,0.45024875621890553,2024-04-11 17:26:38.688658,2024-04-11 17:26:39.608206,0 days 00:00:00.919548,98.09897388068178,5.303783805496662,sigmoid,8,,25.0,28.0,,,,,,,,,,,,,COMPLETE
5583,0.39371057456263014,2024-04-11 17:26:39.610202,2024-04-11 17:26:40.952592,0 days 00:00:01.342390,95.67753100062302,8.125743362062636,sigmoid,43,3.0,28.0,32.0,,,,,,2.362214860199459,7.548106105258489,1.8458782362971906,14.0,30.0,89.0,92.0,COMPLETE
5584,0.4949332475470484,2024-04-11 17:26:40.957159,2024-04-11 17:26:42.253338,0 days 00:00:01.296179,40.0640791661305,7.968861254668835,sigmoid,29,,23.0,31.0,5.0,6.0,35.0,40.0,29.0,,,,,,,122.0,COMPLETE
5585,0.48346599711523053,2024-04-11 17:26:42.255339,2024-04-11 17:26:43.419983,0 days 00:00:01.164644,92.90610280521969,8.383715379585645,sigmoid,25,,21.0,30.0,1.0,5.0,56.0,,,,,,,,,96.0,COMPLETE
5586,0.41512571313895824,2024-04-11 17:26:43.421999,2024-04-11 17:26:44.758079,0 days 00:00:01.336080,95.53968089900197,8.192127616060603,sigmoid,50,46.0,,,6.0,1.0,31.0,,,3.1512768667392295,6.935012246771322,7.862860101566641,12.0,50.0,97.0,,COMPLETE
5587,0.5952371952371952,2024-04-11 17:26:44.760073,2024-04-11 17:26:45.659831,0 days 00:00:00.899758,82.19857613621161,7.693879232672591,sigmoid,8,,26.0,32.0,,,,,,,,,,,,,COMPLETE
5588,0.4993216353111433,2024-04-11 17:26:45.661818,2024-04-11 17:26:46.999148,0 days 00:00:01.337330,98.17280287201432,8.005548386767767,sigmoid,39,43.0,,,,,,30.0,31.0,2.897357598030587,7.833921047773994,7.592264133526551,10.0,48.0,69.0,10.0,COMPLETE
5589,0.47819741841330554,2024-04-11 17:26:47.001731,2024-04-11 17:26:48.536643,0 days 00:00:01.534912,98.19985282838118,7.79480838045197,sigmoid,47,18.0,24.0,34.0,,,,6.0,33.0,7.647092727472462,5.311266117990992,6.118760032787674,3.0,24.0,82.0,78.0,COMPLETE
5590,0.4754621559914566,2024-04-11 17:26:48.538640,2024-04-11 17:26:49.658847,0 days 00:00:01.120207,96.71707717135216,7.4349444639905995,sigmoid,24,,27.0,31.0,3.0,3.0,100.0,,,,,,,,,,COMPLETE
5591,0.12800565770862798,2024-04-11 17:26:49.660822,2024-04-11 17:26:50.589680,0 days 00:00:00.928858,98.25996841914443,6.131783944816545,sigmoid,8,,25.0,29.0,,,,,,,,,,,,,COMPLETE
5592,0.38460370943751326,2024-04-11 17:26:50.591679,2024-04-11 17:26:51.989145,0 days 00:00:01.397466,99.96545852105332,8.423329991767439,sigmoid,22,,,,8.0,2.0,37.0,35.0,28.0,1.7531592422609004,7.116471923346571,3.371008184614046,7.0,31.0,55.0,,COMPLETE
5593,0.372830418045519,2024-04-11 17:26:51.991185,2024-04-11 17:26:53.151964,0 days 00:00:01.160779,94.99327736688235,6.540283602507514,sigmoid,21,,,,2.0,8.0,28.0,18.0,12.0,,,,,,,164.0,COMPLETE
5594,0.5929369437606513,2024-04-11 17:26:53.153968,2024-04-11 17:26:54.095499,0 days 00:00:00.941531,96.67623777538789,8.225036744475517,sigmoid,8,,26.0,33.0,,,,,,,,,,,,,COMPLETE
5595,0.4448341684562156,2024-04-11 17:26:54.097496,2024-04-11 17:26:55.031852,0 days 00:00:00.934356,93.78588914814891,8.66459315210409,sigmoid,8,,41.0,30.0,,,,,,,,,,,,,COMPLETE
5596,0.513596594939702,2024-04-11 17:26:55.033858,2024-04-11 17:26:56.263902,0 days 00:00:01.230044,69.11140911284767,8.026131381052602,sigmoid,35,5.0,,,,,,,,7.019844344266932,3.524599828500438,6.723132819423492,17.0,25.0,66.0,108.0,COMPLETE
5597,0.22032370046436137,2024-04-11 17:26:56.266436,2024-04-11 17:26:57.480221,0 days 00:00:01.213785,99.95565179703388,8.170216409093415,sigmoid,6,,,,,,,44.0,38.0,0.6528385070238167,2.2319269071209713,4.479071500184849,2.0,47.0,98.0,,COMPLETE
5598,0.2090745275608742,2024-04-11 17:26:57.482202,2024-04-11 17:26:59.035521,0 days 00:00:01.553319,98.21634741077534,7.679154668635437,rbf,38,41.0,,,,,,32.0,42.0,0.9834072663593343,1.6386921947963056,7.016390234348506,13.0,44.0,51.0,,COMPLETE
5599,0.6009432182607054,2024-04-11 17:26:59.037496,2024-04-11 17:26:59.964852,0 days 00:00:00.927356,99.96841164406186,7.855330607608976,sigmoid,8,,24.0,31.0,,,,,,,,,,,,,COMPLETE
5600,0.45474600159323486,2024-04-11 17:26:59.966846,2024-04-11 17:27:01.241244,0 days 00:00:01.274398,56.86286941924572,8.425426887206063,sigmoid,57,13.0,23.0,32.0,5.0,7.0,52.0,,,,,,,,,131.0,COMPLETE
5601,0.12622036262203626,2024-04-11 17:27:01.243262,2024-04-11 17:27:02.153885,0 days 00:00:00.910623,96.52692761586746,8.054696841201961,sigmoid,8,,49.0,29.0,,,,,,,,,,,,,COMPLETE
5602,0.12003789673140693,2024-04-11 17:27:02.155891,2024-04-11 17:27:03.133455,0 days 00:00:00.977564,92.0372166900707,8.262281459564614,sigmoid,8,,25.0,28.0,,,,,,,,,,,,,COMPLETE
5603,0.47594004733105444,2024-04-11 17:27:03.135496,2024-04-11 17:27:04.769206,0 days 00:00:01.633710,31.61066434339145,7.838756587139902,sigmoid,31,,27.0,32.0,3.0,4.0,19.0,37.0,27.0,7.4487148545074655,0.6830963124815854,8.537024529213504,19.0,34.0,86.0,179.0,COMPLETE
5604,0.4880673370126761,2024-04-11 17:27:04.772248,2024-04-11 17:27:06.212484,0 days 00:00:01.440236,98.20934768411672,7.544560923990742,sigmoid,15,,22.0,31.0,,,,13.0,45.0,3.319098117036362,5.983807258321697,6.358754277756421,5.0,20.0,93.0,29.0,COMPLETE
5605,0.4972527472527472,2024-04-11 17:27:06.214479,2024-04-11 17:27:07.550890,0 days 00:00:01.336411,95.09063826533826,8.598545462816814,sigmoid,42,16.0,28.0,33.0,,,,,,8.489425411865756,8.18999161902425,3.8982873160463756,8.0,49.0,76.0,,COMPLETE
5606,0.46455395255849136,2024-04-11 17:27:07.553480,2024-04-11 17:27:09.247931,0 days 00:00:01.694451,96.89493144331192,8.028584927065284,sigmoid,63,11.0,25.0,30.0,6.0,3.0,93.0,33.0,49.0,5.60180182078784,4.675482931106343,3.050294302376866,10.0,37.0,63.0,88.0,COMPLETE
5607,0.413215803158095,2024-04-11 17:27:09.250512,2024-04-11 17:27:10.180403,0 days 00:00:00.929891,97.9381323506851,8.292309654750317,sigmoid,16,,,,7.0,1.0,66.0,,,,,,,,,,COMPLETE
5608,0.5199077471433065,2024-04-11 17:27:10.182405,2024-04-11 17:27:11.328718,0 days 00:00:01.146313,98.33524460172136,7.803905784970469,sigmoid,3,,,,,,,,,9.07834612326344,5.619193136921584,5.2499076464687935,18.0,42.0,74.0,152.0,COMPLETE
5609,0.4356757262041084,2024-04-11 17:27:11.329715,2024-04-11 17:27:12.299026,0 days 00:00:00.969311,95.21229751365105,8.133919732329902,sigmoid,8,,26.0,23.0,,,,,,,,,,,,,COMPLETE
